Date,Open,High,Low,Close,Adj Close,Volume
1996-01-02,9.916666030883789,9.833333015441895,9.75,9.75,3.11694598197937,9600
1996-01-03,9.739583015441895,9.739583015441895,9.739583015441895,9.739583015441895,3.113616704940796,4800
1996-01-04,9.739583015441895,9.791666030883789,9.645833015441895,9.791666030883789,3.1302661895751953,4800
1996-01-05,9.791666030883789,9.791666030883789,9.791666030883789,9.791666030883789,3.1302661895751953,0
1996-01-08,9.791666030883789,9.6875,9.541666030883789,9.541666030883789,3.050344705581665,4800
1996-01-09,9.291666030883789,9.585415840148926,9.25,9.585415840148926,3.064331293106079,43200
1996-01-10,9.583333015441895,9.666666030883789,9.583333015441895,9.666666030883789,3.0903067588806152,3340800
1996-01-11,9.666666030883789,9.583333015441895,9.25,9.541666030883789,3.050344705581665,19200
1996-01-12,9.541666030883789,9.541666030883789,9.541666030883789,9.541666030883789,3.050344705581665,0
1996-01-15,9.541666030883789,9.541666030883789,9.541666030883789,9.541666030883789,3.050344705581665,0
1996-01-16,9.791666030883789,9.791666030883789,9.583333015441895,9.791666030883789,3.1302661895751953,9600
1996-01-17,9.791666030883789,9.791666030883789,9.791666030883789,9.791666030883789,3.1302661895751953,0
1996-01-18,9.166666030883789,9.166666030883789,9.166666030883789,9.166666030883789,2.93046236038208,2400
1996-01-19,9.166666030883789,9.166666030883789,9.166666030883789,9.166666030883789,2.93046236038208,0
1996-01-22,9.166666030883789,9.166666030883789,9.166666030883789,9.166666030883789,2.93046236038208,0
1996-01-23,9.166666030883789,9.166666030883789,9.166666030883789,9.166666030883789,2.93046236038208,0
1996-01-24,9.166666030883789,9.166666030883789,9.166666030883789,9.166666030883789,2.93046236038208,0
1996-01-25,9.166666030883789,9.166666030883789,9.166666030883789,9.166666030883789,2.93046236038208,2400
1996-01-26,9.166666030883789,9.166666030883789,9.166666030883789,9.166666030883789,2.93046236038208,0
1996-01-29,9.166666030883789,9.333333015441895,9.272915840148926,9.300000190734863,2.9730873107910156,21600
1996-01-30,9.300000190734863,9.375,9.210415840148926,9.375,2.997063636779785,40800
1996-01-31,9.375,9.375,9.375,9.375,2.997063636779785,0
1996-02-01,9.375,9.583333015441895,9.375,9.583333015441895,3.063664674758911,28800
1996-02-02,9.75,10.0,9.668749809265137,9.752082824707031,3.11761212348938,38400
1996-02-05,10.0,10.708333015441895,10.0,10.708333015441895,3.423312187194824,74400
1996-02-06,10.708333015441895,11.166666030883789,10.833333015441895,11.083333015441895,3.5431952476501465,45600
1996-02-07,11.083333015441895,10.84375,10.833333015441895,10.833333015441895,3.4632740020751953,9600
1996-02-08,10.833333015441895,11.208333015441895,10.895833015441895,11.041666030883789,3.5298757553100586,9600
1996-02-09,11.416666030883789,11.416666030883789,11.166666030883789,11.404166221618652,3.6457619667053223,26400
1996-02-12,11.404166221618652,12.291666030883789,11.791666030883789,11.875,3.796281337738037,943200
1996-02-13,11.875,12.5625,12.083333015441895,12.291666030883789,3.929483652114868,158400
1996-02-14,12.293749809265137,12.458333015441895,12.293749809265137,12.293749809265137,3.9301490783691406,14400
1996-02-15,12.375,12.375,12.291666030883789,12.291666030883789,3.929483652114868,19200
1996-02-16,12.291666030883789,12.291666030883789,12.083333015441895,12.133333206176758,3.878866672515869,72000
1996-02-19,12.133333206176758,12.291666030883789,11.877082824707031,12.291666030883789,3.929483652114868,40800
1996-02-20,12.291666030883789,12.083333015441895,11.875,11.958333015441895,3.8229217529296875,19200
1996-02-21,11.958333015441895,11.958333015441895,11.958333015441895,11.958333015441895,3.8229217529296875,0
1996-02-22,12.041666030883789,12.291666030883789,12.041666030883789,12.291666030883789,3.929483652114868,12000
1996-02-23,12.291666030883789,12.168749809265137,12.083333015441895,12.166666030883789,3.8895225524902344,31200
1996-02-26,12.166666030883789,12.458333015441895,12.291666030883789,12.458333015441895,3.982764720916748,36000
1996-02-27,12.458333015441895,12.458333015441895,12.395833015441895,12.458333015441895,3.982764720916748,9600
1996-02-28,12.458333015441895,12.458333015441895,12.458333015441895,12.458333015441895,3.982764720916748,0
1996-02-29,12.458333015441895,12.083333015441895,11.875,11.875,3.796281337738037,4800
1996-03-01,11.875,12.089583396911621,12.0,12.0,3.836242437362671,28800
1996-03-04,12.010416030883789,12.083333015441895,12.010416030883789,12.083333015441895,3.862881660461426,14400
1996-03-05,12.083333015441895,12.083333015441895,12.083333015441895,12.083333015441895,3.862881660461426,0
1996-03-06,12.083333015441895,12.28125,11.875,12.222915649414062,3.907505512237549,105600
1996-03-07,12.222915649414062,12.270833015441895,12.083333015441895,12.177083015441895,3.892852544784546,24000
1996-03-08,12.177083015441895,11.958333015441895,11.958333015441895,11.958333015441895,3.8229217529296875,2400
1996-03-11,11.958333015441895,12.087499618530273,11.958333015441895,12.085415840148926,3.863548755645752,19200
1996-03-12,12.085415840148926,12.166666030883789,11.918749809265137,12.0,3.836242437362671,496800
1996-03-13,12.0,12.0,12.0,12.0,3.836242437362671,0
1996-03-14,12.0,12.0,12.0,12.0,3.836242437362671,0
1996-03-15,12.0,12.083333015441895,11.875,11.916666030883789,3.8096022605895996,1243200
1996-03-18,11.875,11.875,11.791666030883789,11.850000381469727,3.7882888317108154,26400
1996-03-19,11.850000381469727,11.833333015441895,11.625,11.666666030883789,3.7296783924102783,451200
1996-03-20,11.666666030883789,11.666666030883789,11.666666030883789,11.666666030883789,3.7296783924102783,0
1996-03-21,12.708333015441895,12.708333015441895,11.5,11.84375,3.786290168762207,38400
1996-03-22,11.84375,11.791666030883789,11.791666030883789,11.791666030883789,3.769639730453491,4800
1996-03-25,11.791666030883789,11.90625,11.90625,11.90625,3.80627179145813,2400
1996-03-26,11.90625,12.208333015441895,12.083333015441895,12.208333015441895,3.902843475341797,7200
1996-03-27,12.208333015441895,12.125,11.960415840148926,12.083333015441895,3.862881660461426,14400
1996-03-28,12.083333015441895,12.083333015441895,12.083333015441895,12.083333015441895,3.862881660461426,0
1996-03-29,12.083333015441895,12.291666030883789,12.083333015441895,12.291666030883789,3.929483652114868,4800
1996-04-01,12.291666030883789,12.5,12.083333015441895,12.208333015441895,3.902843475341797,3919200
1996-04-02,12.208333015441895,12.291666030883789,11.666666030883789,11.979166030883789,3.829580783843994,12000
1996-04-03,11.979166030883789,12.625,12.25,12.625,4.036045551300049,14400
1996-04-04,12.625,12.770833015441895,12.5,12.770833015441895,4.082666397094727,153600
1996-04-05,12.770833015441895,12.770833015441895,12.770833015441895,12.770833015441895,4.082666397094727,0
1996-04-08,12.770833015441895,12.743749618530273,12.543749809265137,12.729166030883789,4.069345951080322,297600
1996-04-09,12.729166030883789,12.916666030883789,12.668749809265137,12.916666030883789,4.129286766052246,98400
1996-04-10,12.916666030883789,13.125,12.875,13.125,4.195890426635742,21600
1996-04-11,13.125,13.208333015441895,12.916666030883789,13.208333015441895,4.222530364990234,612000
1996-04-12,13.208333015441895,13.458333015441895,13.122916221618652,13.279166221618652,4.245173931121826,4226400
1996-04-15,13.279166221618652,13.739583015441895,12.927083015441895,13.739583015441895,4.392364025115967,21600
1996-04-16,13.739583015441895,13.635416030883789,13.635416030883789,13.635416030883789,4.359063625335693,2400
1996-04-17,13.635416030883789,14.53125,13.958333015441895,14.010416030883789,4.478946208953857,31200
1996-04-18,14.010416030883789,14.166666030883789,13.541666030883789,14.166666030883789,4.528896331787109,57600
1996-04-19,14.166666030883789,14.958333015441895,14.166666030883789,14.866665840148926,4.7526774406433105,727200
1996-04-22,14.866665840148926,14.583333015441895,14.416666030883789,14.445833206176758,4.618142604827881,26400
1996-04-23,14.333333015441895,14.541666030883789,12.916666030883789,14.541666030883789,4.648777961730957,91200
1996-04-24,14.375,15.318750381469727,14.375,15.264582633972168,4.879885196685791,2925600
1996-04-25,15.264582633972168,15.208333015441895,14.666666030883789,14.816665649414062,4.736693382263184,67200
1996-04-26,14.816665649414062,15.0,14.583333015441895,14.914583206176758,4.767995834350586,544800
1996-04-29,14.914583206176758,14.833333015441895,14.752082824707031,14.833333015441895,4.7420196533203125,26400
1996-04-30,14.833333015441895,15.625,14.791666030883789,15.370833396911621,4.913852214813232,717600
1996-05-01,15.370833396911621,15.627082824707031,15.354166030883789,15.627082824707031,4.995772838592529,38400
1996-05-02,15.627082824707031,15.625,15.416666030883789,15.625,4.9951066970825195,1917600
1996-05-03,15.625,15.833333015441895,15.625,15.833333015441895,5.061708450317383,148800
1996-05-06,15.833333015441895,15.541666030883789,15.291666030883789,15.291666030883789,4.888545036315918,7200
1996-05-07,15.291666030883789,15.833333015441895,15.416666030883789,15.699999809265137,5.019084453582764,91200
1996-05-08,15.699999809265137,16.04166603088379,15.708333015441895,15.916666030883789,5.088347911834717,444000
1996-05-09,15.916666030883789,16.125,16.04166603088379,16.125,5.154949188232422,4800
1996-05-10,15.208333015441895,15.208333015441895,15.0,15.004165649414062,4.796633243560791,12000
1996-05-13,15.004165649414062,14.791666030883789,14.583333015441895,14.583333015441895,4.6620988845825195,4800
1996-05-14,14.583333015441895,15.208333015441895,14.75,14.791666030883789,4.728700637817383,9600
1996-05-15,14.791666030883789,15.622916221618652,15.208333015441895,15.395833015441895,4.921844959259033,252000
1996-05-16,15.395833015441895,15.5,15.002082824707031,15.002082824707031,4.795968055725098,21600
1996-05-17,15.002082824707031,15.208333015441895,15.0,15.037500381469727,4.807291507720947,19200
1996-05-20,15.037500381469727,15.333333015441895,14.875,15.333333015441895,4.9018635749816895,307200
1996-05-21,15.333333015441895,15.3125,14.666666030883789,15.25,4.875223636627197,568800
1996-05-22,15.25,15.333333015441895,15.083333015441895,15.083333015441895,4.8219428062438965,7200
1996-05-23,15.083333015441895,15.104166030883789,14.791666030883789,15.037500381469727,4.807291507720947,88800
1996-05-24,15.037500381469727,15.0,14.791666030883789,15.0,4.795301914215088,127200
1996-05-27,15.0,14.916666030883789,14.666666030883789,14.666666030883789,4.688739776611328,16800
1996-05-28,13.958333015441895,14.583333015441895,13.958333015441895,14.581250190734863,4.661431312561035,81600
1996-05-29,14.581250190734863,14.581250190734863,14.579166412353516,14.581250190734863,4.661431312561035,4800
1996-05-30,14.581250190734863,14.541666030883789,14.541666030883789,14.541666030883789,4.648777961730957,2400
1996-05-31,14.541666030883789,14.333333015441895,13.877082824707031,14.320833206176758,4.578181266784668,132000
1996-06-03,14.320833206176758,14.583333015441895,14.166666030883789,14.266666412353516,4.56086540222168,2140800
1996-06-04,14.266666412353516,14.5,13.791666030883789,14.5,4.635458946228027,842400
1996-06-05,14.375,14.395833015441895,14.375,14.395833015441895,4.602158069610596,2042400
1996-06-06,14.539583206176758,14.583333015441895,14.129165649414062,14.541666030883789,4.648777961730957,1744800
1996-06-07,14.916666030883789,14.916666030883789,14.916666030883789,14.916666030883789,4.768662452697754,2400
1996-06-10,14.5625,14.5625,14.322916030883789,14.322916030883789,4.5788469314575195,108000
1996-06-11,14.293749809265137,14.293749809265137,13.791666030883789,13.975000381469727,4.467623233795166,24000
1996-06-12,13.166666030883789,13.958333015441895,13.166666030883789,13.958333015441895,4.462296485900879,4800
1996-06-13,13.958333015441895,14.489583015441895,13.958333015441895,14.452082633972168,4.620141506195068,974400
1996-06-14,14.833333015441895,15.125,14.791666030883789,14.791666030883789,4.728700637817383,76800
1996-06-17,15.0,15.208333015441895,14.585415840148926,14.791666030883789,4.728700637817383,240000
1996-06-18,14.375,14.729166030883789,14.25,14.722915649414062,4.70672082901001,744000
1996-06-19,14.5,14.5,14.291666030883789,14.375,4.595498085021973,9600
1996-06-20,13.962499618530273,14.166666030883789,13.958333015441895,14.166666030883789,4.528896331787109,9600
1996-06-21,14.331250190734863,14.331250190734863,13.958333015441895,13.958333015441895,4.462296485900879,50400
1996-06-24,13.958333015441895,14.5,13.947916030883789,14.247916221618652,4.600185394287109,127200
1996-06-25,14.041666030883789,14.375,13.75,14.256250381469727,4.602877616882324,1514400
1996-06-26,14.041666030883789,14.625,14.041666030883789,14.458333015441895,4.668124198913574,290400
1996-06-27,14.34375,14.395833015441895,14.283332824707031,14.283332824707031,4.611621379852295,24000
1996-06-28,14.364583015441895,14.375,14.333333015441895,14.333333015441895,4.6277642250061035,21600
1996-07-01,13.75,14.083333015441895,13.75,14.0,4.5201416015625,14400
1996-07-02,14.375,14.375,13.854166030883789,13.854166030883789,4.473057746887207,928800
1996-07-03,14.375,14.375,14.0,14.247916221618652,4.600185394287109,170400
1996-07-04,14.25,14.25,14.104166030883789,14.104166030883789,4.553773403167725,24000
1996-07-05,14.041666030883789,14.041666030883789,13.979166030883789,13.979166030883789,4.513415813446045,4800
1996-07-08,13.958333015441895,14.083333015441895,13.958333015441895,14.083333015441895,4.547049045562744,14400
1996-07-09,14.002082824707031,14.125,14.002082824707031,14.043749809265137,4.534266948699951,38400
1996-07-10,13.958333015441895,14.010416030883789,13.958333015441895,13.983332633972168,4.514760971069336,33600
1996-07-11,13.983332633972168,13.983332633972168,13.983332633972168,13.983332633972168,4.514760971069336,0
1996-07-12,13.927083015441895,14.020833015441895,13.925000190734863,14.020833015441895,4.526867866516113,31200
1996-07-15,14.041666030883789,14.041666030883789,13.752082824707031,13.752082824707031,4.440097808837891,19200
1996-07-16,13.627082824707031,13.75,13.541666030883789,13.541666030883789,4.372160911560059,19200
1996-07-17,13.333333015441895,13.541666030883789,13.333333015441895,13.541666030883789,4.372160911560059,7200
1996-07-18,13.129165649414062,13.129165649414062,12.958333015441895,13.018750190734863,4.203329086303711,43200
1996-07-19,13.083333015441895,13.145833015441895,12.989583015441895,13.135416030883789,4.240996360778809,48000
1996-07-22,13.125,13.125,13.125,13.125,4.23763370513916,7200
1996-07-23,12.979166030883789,13.083333015441895,12.979166030883789,13.083333015441895,4.224180698394775,19200
1996-07-24,14.25,14.25,12.916666030883789,12.958333015441895,4.183821201324463,14400
1996-07-25,12.708333015441895,12.916666030883789,12.34375,12.5,4.03584098815918,664800
1996-07-26,12.670832633972168,12.670832633972168,12.087499618530273,12.5,4.03584098815918,614400
1996-07-29,11.927083015441895,11.927083015441895,11.541666030883789,11.708333015441895,3.7802369594573975,19200
1996-07-30,11.083333015441895,11.416666030883789,10.541666030883789,11.085415840148926,3.5791187286376953,127200
1996-07-31,11.458333015441895,11.875,11.458333015441895,11.829166412353516,3.819251775741577,9600
1996-08-01,12.485416412353516,12.485416412353516,12.125,12.139582633972168,3.9194729328155518,12000
1996-08-02,12.139582633972168,12.139582633972168,12.139582633972168,12.139582633972168,3.9194729328155518,0
1996-08-05,11.875,11.875,11.875,11.875,3.8340487480163574,4800
1996-08-06,11.666666030883789,11.666666030883789,11.125,11.125,3.5918986797332764,14400
1996-08-07,11.416666030883789,11.5,11.333333015441895,11.5,3.7129738330841064,12000
1996-08-08,11.458333015441895,11.458333015441895,11.395833015441895,11.395833015441895,3.6793434619903564,9600
1996-08-09,11.395833015441895,11.395833015441895,11.395833015441895,11.395833015441895,3.6793434619903564,9600
1996-08-12,11.454166412353516,11.454166412353516,11.295832633972168,11.295832633972168,3.647054672241211,4800
1996-08-13,11.333333015441895,11.875,11.333333015441895,11.583333015441895,3.7398791313171387,43200
1996-08-14,11.875,11.875,11.458333015441895,11.479166030883789,3.7062482833862305,31200
